samples,path_length,computation_time
100,16.0781737804812,0.01722049998352304
200,12.90667844544245,0.06298120005521923
300,12.764464592909734,0.13635709998197854
500,12.666919959093047,0.38535930000944063
750,12.648741646682973,0.8111260000150651
1000,12.604934378247922,1.4837396999937482
