iterations,path_length,computation_time
500,13.112211064418128,0.42296519997762516
1000,12.933739450390622,1.4545626000035554
2000,12.431508836552489,2.3615425000025425
3000,12.420346282286605,4.417259000008926
4000,12.333900817011104,7.756256900000153
5000,12.318923186816237,11.716454399982467
