samples,path_length,computation_time
100,nan,0.017714799992972985
200,12.77080438244261,0.05382110000937246
300,12.621833847946055,0.11885859997710213
500,12.596002491436849,0.3417931000003591
750,12.391676823288018,0.7761946000100579
1000,12.390036007402347,2.2291396999789868
